Subreg_Year,Subregion,Year,Lower95,Median,Upper95,Mean,SD,Mode,MCerr,MC%ofSD,SSeff,AC.100,psrf
"N[6,19]",S01,1993,313.401,806.1355,1549.68,860.4795572,340.0119817,NA,7.410974091,2.2,2105,-0.008963364,1.005930506
"N[6,20]",S01,1994,319.561,838.774,1592.81,893.4627088,349.5454007,NA,7.504197136,2.1,2170,-0.00714103,1.006316008
"N[6,21]",S01,1995,342.528,875.746,1673.47,937.0270834,364.810736,NA,7.686675605,2.1,2252,-0.001976663,1.005963433
"N[6,22]",S01,1996,322.663,876.6135,1657.12,937.6814803,363.6329881,NA,7.565344239,2.1,2310,0.006568956,1.005679794
"N[6,23]",S01,1997,341.664,884.958,1680.77,948.5928609,366.4520706,NA,7.849995431,2.1,2179,0.008752878,1.005696298
"N[6,24]",S01,1998,391.264,918.9005,1770.57,986.974953,380.2696746,NA,8.223714361,2.2,2138,0.015776514,1.005108859
"N[6,25]",S01,1999,349.779,873.06,1681.6,933.1569308,367.0806639,NA,7.699740948,2.1,2273,0.016284175,1.00590829
"N[6,26]",S01,2000,320.114,865.2955,1645.73,929.9937045,361.8645708,NA,7.543799153,2.1,2301,0.007873978,1.00555337
"N[6,27]",S01,2001,365.704,883.929,1691.18,949.5407378,365.277637,NA,7.62904913,2.1,2292,0.005126667,1.005065523
"N[6,28]",S01,2002,371.837,856.383,1621.87,918.7607632,348.1677524,NA,7.381183875,2.1,2225,0.001918431,1.005476887
"N[6,29]",S01,2003,370.585,847.681,1564.8,908.4373265,330.4460947,NA,6.87300653,2.1,2312,0.010147234,1.006252676
"N[6,30]",S01,2004,386.024,880.7625,1635.38,941.9036607,345.786757,NA,6.830940477,2,2562,0.008841372,1.005225279
"N[6,31]",S01,2005,387.893,904.967,1685.88,969.6560255,361.6136541,NA,6.971913378,1.9,2690,0.002998681,1.004274238
"N[6,32]",S01,2006,399.747,926.2625,1725.26,993.223601,370.9387644,NA,7.272940298,2,2601,-0.001808947,1.004851253
"N[6,33]",S01,2007,402.072,941.3905,1735.33,1010.838258,378.072285,NA,7.218314784,1.9,2743,-0.004252143,1.004310523
"N[6,34]",S01,2008,455.406,959.9145,1787.25,1023.96149,375.3557191,NA,7.036447375,1.9,2846,0.008479282,1.003313032
"N[6,35]",S01,2009,446.678,971.23,1770.95,1034.302275,369.5051175,NA,7.147543614,1.9,2673,0.008829204,1.003661214
"N[6,36]",S01,2010,472.336,983.216,1750.53,1042.150163,355.4685485,NA,6.951641749,2,2615,0.010073663,1.003727762
"N[6,37]",S01,2011,443.941,990.372,1797.84,1052.414585,376.630745,NA,7.242969973,1.9,2704,0.01124556,1.003321685
"N[6,38]",S01,2012,435.682,987.6405,1837.68,1055.820395,392.8959862,NA,7.4366686,1.9,2791,0.004353621,1.00370141
"N[7,1]",S02,1975,33.4088,49.75775,68.9477,50.5259711,9.232336817,NA,0.377572197,4.1,598,0.274803928,1.01788087
"N[7,2]",S02,1976,41.0247,65.50255,94.4112,66.99455865,14.14277528,NA,0.517492663,3.7,747,0.237374861,1.013095415
"N[7,3]",S02,1977,52.3997,86.42245,129.466,88.86036568,20.46693991,NA,0.768754145,3.8,709,0.234900363,1.012090241
"N[7,4]",S02,1978,66.2324,113.236,174.405,116.8801119,28.93321839,NA,1.103432964,3.8,688,0.231502343,1.008256037
"N[7,5]",S02,1979,81.5797,147.7515,229.31,152.9036383,40.48916634,NA,1.583385144,3.9,654,0.24110093,1.010628564
"N[7,6]",S02,1980,104.294,193.018,311.091,200.7211899,56.18790795,NA,2.269671998,4,613,0.256319718,1.013193454
"N[7,7]",S02,1981,140.366,251.812,417.512,262.4361464,75.69682253,NA,3.028013645,4,625,0.249612609,1.011569871
"N[7,8]",S02,1982,163.092,319.7385,526.431,333.5485821,98.07514848,NA,3.997397104,4.1,602,0.253725561,1.008819138
"N[7,9]",S02,1983,201.557,397.084,682.97,416.6504577,130.4776518,NA,5.186766453,4,633,0.261731174,1.009603429
"N[7,10]",S02,1984,250.835,510.402,884.84,537.7300096,170.5793445,NA,6.985160819,4.1,596,0.266723935,1.010350987
"N[7,11]",S02,1985,320.718,650.831,1120.76,686.795809,215.1284994,NA,8.692771409,4,612,0.282342103,1.011011934
"N[7,12]",S02,1986,413.683,835.5255,1396.52,874.8975696,267.8183115,NA,10.61055262,4,637,0.276921215,1.009194284
"N[7,13]",S02,1987,539.284,1051.65,1724.84,1097.041192,318.4070409,NA,12.80010488,4,619,0.26654006,1.011244219
"N[7,14]",S02,1988,681.821,1281.66,2090.97,1333.611417,383.2538431,NA,15.2430858,4,632,0.265498397,1.010938862
"N[7,15]",S02,1989,692.25,1381.66,2370.72,1445.870283,451.1753541,NA,17.96294874,4,631,0.275429751,1.011074709
"N[7,16]",S02,1990,739.216,1574.97,2783.2,1663.506297,548.7598516,NA,22.97085508,4.2,571,0.297338068,1.011345118
"N[7,17]",S02,1991,855.365,1826.525,3261.6,1931.827119,646.05374,NA,27.41128876,4.2,555,0.305731003,1.012185687
"N[7,18]",S02,1992,853.945,1983.645,3516.42,2094.290175,709.7042607,NA,30.24874067,4.3,550,0.319068849,1.015084327
"N[7,19]",S02,1993,888.2,2103.38,3795.81,2229.780392,776.5589257,NA,34.20261352,4.4,516,0.332832681,1.013789203
"N[7,20]",S02,1994,1081.27,2338.59,4276.13,2480.234488,858.1525026,NA,36.96309559,4.3,539,0.337460025,1.01459151
"N[7,21]",S02,1995,996.964,2469.96,4401.8,2610.074968,913.9395844,NA,39.38490649,4.3,538,0.338711813,1.016770001
"N[7,22]",S02,1996,1122.57,2676.105,4795.79,2839.453336,1019.220652,NA,43.83950762,4.3,541,0.334289594,1.017892393
"N[7,23]",S02,1997,1095.55,2749.345,4960.32,2925.946056,1072.271241,NA,45.7956402,4.3,548,0.337478754,1.018390585
"N[7,24]",S02,1998,1255.09,2845.54,5331.71,3047.936573,1134.23838,NA,48.61016557,4.3,544,0.324526374,1.018116726
"N[7,25]",S02,1999,1104.98,2844.02,5186.46,3052.274802,1152.525344,NA,46.64940195,4,610,0.308353421,1.01627088
"N[7,26]",S02,2000,1274.07,2949.59,5437.84,3161.143794,1150.683222,NA,45.08821032,3.9,651,0.285366687,1.014974396
"N[7,27]",S02,2001,1392.8,3021.54,5512.55,3237.752599,1165.991796,NA,45.67284309,3.9,652,0.276854843,1.012472748
"N[7,28]",S02,2002,1411.28,3120.245,5487.88,3320.856345,1135.348918,NA,43.08946213,3.8,694,0.284947743,1.015099977
"N[7,29]",S02,2003,1559.37,3083.395,5415.71,3266.893836,1070.28708,NA,39.65300364,3.7,729,0.290704392,1.013804395
"N[7,30]",S02,2004,1488.02,3162.525,5596.67,3355.760204,1136.95698,NA,42.26560969,3.7,724,0.276620081,1.011919575
"N[7,31]",S02,2005,1521.59,3224.665,5807.12,3425.204452,1194.968336,NA,45.06540163,3.8,703,0.278421101,1.010950228
"N[7,32]",S02,2006,1503.06,3284.97,5907.04,3489.85437,1226.536418,NA,45.02629143,3.7,742,0.280444517,1.011767137
"N[7,33]",S02,2007,1502.38,3241.28,5942.65,3460.425813,1232.728262,NA,43.85514402,3.6,790,0.27707481,1.010172215
"N[7,34]",S02,2008,1588.26,3436.21,6119.79,3663.025086,1283.617071,NA,45.1376784,3.5,809,0.265217451,1.01066056
"N[7,35]",S02,2009,1573.53,3340.75,5958.69,3567.35731,1242.723219,NA,42.46696954,3.4,856,0.254597179,1.011111773
"N[7,36]",S02,2010,1731.49,3373.205,6044.1,3589.864239,1200.492936,NA,41.89040439,3.5,821,0.248787934,1.010702876
"N[7,37]",S02,2011,1556.68,3390.305,6180.05,3622.306395,1299.51619,NA,45.21351233,3.5,826,0.235059868,1.009833317
"N[7,38]",S02,2012,1396.76,3367.025,6303.47,3618.56992,1385.924017,NA,45.57626699,3.3,925,0.226975865,1.00793514
"N[8,1]",S05,1975,12.8359,19.79715,27.322,20.02693425,3.746447757,NA,0.072442287,1.9,2675,-0.0715298,1.00087612
"N[8,2]",S05,1976,15.6538,25.38685,37.1467,25.82703053,5.611114488,NA,0.099819815,1.8,3160,-0.081499652,1.001134015
"N[8,3]",S05,1977,18.5475,32.50125,48.6157,33.25802655,7.960027158,NA,0.133598402,1.7,3550,-0.087464614,1.001087167
"N[8,4]",S05,1978,22.8849,41.5465,64.5307,42.67992438,10.95591048,NA,0.183135411,1.7,3579,-0.089275606,1.001184283
"N[8,5]",S05,1979,27.6135,52.8433,84.2435,54.53382504,14.99456058,NA,0.271964255,1.8,3040,-0.099259644,1.00133897
"N[8,6]",S05,1980,32.9225,66.956,107.788,69.33914936,20.01123408,NA,0.351604606,1.8,3239,-0.115117286,1.001165764
"N[8,7]",S05,1981,41.697,84.3865,139.443,87.79739746,26.07273292,NA,0.437308678,1.7,3555,-0.126190103,1.001474803
"N[8,8]",S05,1982,49.3347,105.3235,175.21,109.747608,33.84816185,NA,0.567005127,1.7,3564,-0.127538924,1.002416705
"N[8,9]",S05,1983,60.6294,130.6225,216.724,136.06632,41.64308801,NA,0.729773675,1.8,3256,-0.123437226,1.002567133
"N[8,10]",S05,1984,81.9983,159.8715,269.908,166.7506492,50.153755,NA,0.909253436,1.8,3043,-0.110204798,1.002004929
"N[8,11]",S05,1985,103.837,193.3075,322.664,201.5890697,59.63301655,NA,1.062063286,1.8,3153,-0.097738812,1.002437398
"N[8,12]",S05,1986,122.307,231.303,381.405,240.6880809,69.48934134,NA,1.264567221,1.8,3020,-0.080503272,1.002265997
"N[8,13]",S05,1987,150.676,272.4145,441.694,282.7498407,78.26980866,NA,1.45244319,1.9,2904,-0.058884979,1.003768067
"N[8,14]",S05,1988,162.193,306.8145,500.309,318.9360322,89.77092972,NA,1.816518213,2,2442,-0.036671894,1.004526281
"N[8,15]",S05,1989,155.04,314.08,530.139,329.7818229,101.8407485,NA,2.213194115,2.2,2117,-0.031458938,1.003590508
"N[8,16]",S05,1990,167.067,340.199,587.137,357.3871579,113.7433177,NA,2.560761355,2.3,1973,-0.020776965,1.003770926
"N[8,17]",S05,1991,184.502,363.6065,651.333,385.3669054,126.6655593,NA,2.967111707,2.3,1822,-0.006047723,1.005386985
"N[8,18]",S05,1992,183.451,394.3785,705.744,420.6009342,143.5991124,NA,3.525819935,2.5,1659,0.018940702,1.006030606
"N[8,19]",S05,1993,147.109,365.6675,683.278,392.9894188,149.0179878,NA,3.755247141,2.5,1575,0.029237096,1.006956733
"N[8,20]",S05,1994,158.987,379.708,719.738,407.8143617,155.0596596,NA,4.084378182,2.6,1441,0.030622058,1.007744631
"N[8,21]",S05,1995,166.718,399.372,764.552,430.0330629,165.4485458,NA,4.46753088,2.7,1371,0.047122471,1.007672183
"N[8,22]",S05,1996,170.965,405.323,784.637,438.8966704,172.8611598,NA,4.855743415,2.8,1267,0.064291623,1.009024467
"N[8,23]",S05,1997,141.467,376.068,743.582,409.318854,170.7419664,NA,4.765922306,2.8,1283,0.070265987,1.008629486
"N[8,24]",S05,1998,162.949,391.7235,769.615,425.5554877,173.9760751,NA,4.737042401,2.7,1349,0.077619098,1.009453308
"N[8,25]",S05,1999,147.087,381.576,759.886,418.4232997,178.5186,NA,5.199775486,2.9,1179,0.089280236,1.009705893
"N[8,26]",S05,2000,91.7765,308.611,681.096,345.3999001,171.3434562,NA,4.726264741,2.8,1314,0.0825222,1.008599504
"N[8,27]",S05,2001,112.404,336.0065,717.667,369.7027025,174.2301301,NA,4.695906951,2.7,1377,0.092794842,1.008682395
"N[8,28]",S05,2002,122.93,341.469,700.636,374.3834244,167.2938684,NA,4.602645372,2.8,1321,0.082876393,1.007913353
"N[8,29]",S05,2003,142.003,359.753,718.763,394.0069848,165.5755831,NA,4.362899258,2.6,1440,0.082115817,1.007885074
"N[8,30]",S05,2004,137.656,360.3145,729.465,394.0355558,170.7591882,NA,4.446218018,2.6,1475,0.08419173,1.007675722
"N[8,31]",S05,2005,146.507,384.935,761.91,419.0460347,177.8902625,NA,4.529722138,2.5,1542,0.084770447,1.006996575
"N[8,32]",S05,2006,163.145,412.19,809.315,448.0871891,183.7764435,NA,4.639678455,2.5,1569,0.078680683,1.006176805
"N[8,33]",S05,2007,162.913,423.004,808.832,457.7380198,183.3628892,NA,4.48134314,2.4,1674,0.075048483,1.006163607
"N[8,34]",S05,2008,186.876,436.8765,829.501,471.542048,184.6944911,NA,4.512336049,2.4,1675,0.073906019,1.00653503
"N[8,35]",S05,2009,180.75,451.7005,839.752,487.2557037,184.5917552,NA,4.318251057,2.3,1827,0.068940544,1.007169453
"N[8,36]",S05,2010,219.806,464.4055,860.494,499.2472978,182.0115582,NA,4.395341355,2.4,1715,0.053878547,1.007000995
"N[8,37]",S05,2011,197.822,449.3865,869.064,487.1016454,191.3928116,NA,4.475220589,2.3,1829,0.048469287,1.006517034
"N[8,38]",S05,2012,164.967,435.8065,882.882,476.3904396,202.0044379,NA,4.593522138,2.3,1934,0.052393774,1.006525614
"N[9,1]",YAK,1975,6.11007,9.475035,13.5235,9.650705297,1.924457442,NA,0.063093046,3.3,930,0.131491888,1.007797608
"N[9,2]",YAK,1976,7.22587,11.9382,18.1277,12.20319757,2.840383504,NA,0.089249011,3.1,1013,0.109371412,1.007033681
"N[9,3]",YAK,1977,8.06101,14.95875,23.493,15.4159009,4.027624776,NA,0.130092609,3.2,959,0.106901,1.006742281
"N[9,4]",YAK,1978,9.73035,18.6993,30.5122,19.43502592,5.538453133,NA,0.186813819,3.4,879,0.137383122,1.005413886
"N[9,5]",YAK,1979,11.7823,23.3562,39.7123,24.32432569,7.423898333,NA,0.24897713,3.4,889,0.154402028,1.004525632
"N[9,6]",YAK,1980,13.7512,28.984,50.7024,30.49122968,9.951674564,NA,0.353818991,3.6,791,0.159598489,1.004580076
"N[9,7]",YAK,1981,16.9469,36.1336,65.7063,38.20372135,13.25965762,NA,0.492275274,3.7,726,0.17641638,1.003943689
"N[9,8]",YAK,1982,19.673,44.76615,82.3454,47.5029826,17.08822691,NA,0.58708693,3.4,847,0.18240465,1.005825127
"N[9,9]",YAK,1983,22.9771,55.765,103.531,59.29956429,22.07964533,NA,0.753339605,3.4,859,0.194526963,1.006680593
"N[9,10]",YAK,1984,27.6435,69.42445,130.991,73.82089666,28.37379282,NA,1.011535393,3.6,787,0.197334825,1.00808176
"N[9,11]",YAK,1985,34.4721,85.538,163.826,91.34772141,35.86684984,NA,1.301865342,3.6,759,0.215288473,1.008362704
"N[9,12]",YAK,1986,41.0497,104.5245,201.555,112.3648177,44.52546863,NA,1.650839493,3.7,727,0.230241578,1.009712125
"N[9,13]",YAK,1987,47.4028,127.7425,244.739,137.5103029,55.24020347,NA,2.158011102,3.9,655,0.239480962,1.009798977
"N[9,14]",YAK,1988,56.9169,155.3935,294.921,166.9493268,65.99386432,NA,2.331136338,3.5,801,0.236296191,1.010145452
"N[9,15]",YAK,1989,71.0393,187.4365,356.809,200.8802533,78.41354544,NA,2.9638086,3.8,700,0.225977923,1.010688047
"N[9,16]",YAK,1990,88.3253,225.1105,418.114,239.8145031,91.5571335,NA,3.583005707,3.9,653,0.21292705,1.014729971
"N[9,17]",YAK,1991,115.961,266.54,491.611,283.3336474,103.6690627,NA,3.862445263,3.7,720,0.20554575,1.015645366
"N[9,18]",YAK,1992,135.051,315.8325,557.952,333.5013299,115.7350349,NA,4.398806267,3.8,692,0.185083842,1.015958279
"N[9,19]",YAK,1993,152.76,350.5315,604.015,368.8781997,123.1252937,NA,4.177591152,3.4,869,0.155445832,1.017100108
"N[9,20]",YAK,1994,188.769,394.306,654.544,411.1452671,127.0653708,NA,4.347650559,3.4,854,0.138754776,1.014327337
"N[9,21]",YAK,1995,224.593,427.5135,690.317,445.0258307,125.7433144,NA,4.033516463,3.2,972,0.136776145,1.017147617
"N[9,22]",YAK,1996,260.113,495.655,816.926,514.6907113,149.6195555,NA,4.812531373,3.2,967,0.131704269,1.017012784
"N[9,23]",YAK,1997,263.85,558.6,928.66,584.5478045,178.1185003,NA,5.379251201,3,1096,0.111327641,1.012583113
"N[9,24]",YAK,1998,276.647,586.978,1007.68,616.8582342,195.8209309,NA,6.356629854,3.2,949,0.13237391,1.016744574
"N[9,25]",YAK,1999,315.106,666.144,1149.64,702.3799275,225.2980794,NA,6.976887815,3.1,1043,0.127180174,1.013807247
"N[9,26]",YAK,2000,319.638,698.846,1220.83,737.9659906,240.6235822,NA,7.696612402,3.2,977,0.164518428,1.01483485
"N[9,27]",YAK,2001,362.446,768.372,1340.99,810.3609187,261.2019022,NA,8.819778926,3.4,877,0.183958491,1.013015723
"N[9,28]",YAK,2002,365.316,781.31,1370.71,825.7922632,273.0314716,NA,9.224686223,3.4,876,0.204996464,1.013540353
"N[9,29]",YAK,2003,400.665,816.8835,1416.9,858.8395157,276.3881827,NA,9.215827679,3.3,899,0.231957131,1.013990493
"N[9,30]",YAK,2004,440.649,865.5915,1459.98,910.5465935,278.1211017,NA,9.419461186,3.4,872,0.266707702,1.012979671
"N[9,31]",YAK,2005,482.831,871.1805,1474.32,918.9560212,273.8554284,NA,9.795306222,3.6,782,0.320227389,1.012097891
"N[9,32]",YAK,2006,392.715,855.9595,1603.15,918.1991982,335.5634041,NA,13.21322185,3.9,645,0.350441451,1.015400633
"N[9,33]",YAK,2007,308.389,838.4025,1667.17,913.1495538,378.5371949,NA,15.86024346,4.2,570,0.389973709,1.020151041
"N[9,34]",YAK,2008,322.825,889.928,1835.68,976.8557673,435.0552061,NA,20.44828081,4.7,453,0.445986329,1.022842829
"N[9,35]",YAK,2009,194.743,812.2835,1834.69,908.0696988,477.7412159,NA,23.6355564,4.9,409,0.461294173,1.029488156
"N[9,36]",YAK,2010,153.853,780.4955,1904.76,894.5093391,522.7345327,NA,26.41255101,5.1,392,0.485657408,1.033344931
"N[9,37]",YAK,2011,91.075,710.397,1926.42,835.5676499,571.2419377,NA,29.33216986,5.1,379,0.474673262,1.03715587
"N[9,38]",YAK,2012,12.6466,679.5765,1947.25,813.3652466,614.8364987,NA,30.34593858,4.9,411,0.452588065,1.048532192
"N[10,1]",N08,1975,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,2]",N08,1976,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,3]",N08,1977,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,4]",N08,1978,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,5]",N08,1979,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,6]",N08,1980,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,7]",N08,1981,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,8]",N08,1982,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,9]",N08,1983,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,10]",N08,1984,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,11]",N08,1985,0,0,0,0,0,0,NA,NA,NA,NA,NA
"N[10,12]",N08,1986,2.03896,4.59832,8.80006,5.034669242,2.139429164,NA,0.036754924,1.7,3388,0.078774569,1.010228274
"N[10,13]",N08,1987,2.66661,5.639765,10.6039,6.118639415,2.430663996,NA,0.040191887,1.7,3657,0.07575509,1.009358261
"N[10,14]",N08,1988,2.0468,5.022645,10.2561,5.588948471,2.623381085,NA,0.050317536,1.9,2718,0.099400838,1.010860038
"N[10,15]",N08,1989,1.87753,5.398915,11.3605,6.051521928,3.033382026,NA,0.057433165,1.9,2790,0.090361143,1.010150053
"N[10,16]",N08,1990,1.76253,5.39706,11.7924,6.129295482,3.292614727,NA,0.06277786,1.9,2751,0.094414694,1.009866543
"N[10,17]",N08,1991,1.93862,5.60375,12.5639,6.44185034,3.624737277,NA,0.068282456,1.9,2818,0.093817587,1.01081226
"N[10,18]",N08,1992,2.01469,6.02893,13.7241,6.979619839,3.985299772,NA,0.076990601,1.9,2679,0.086182032,1.010372937
"N[10,19]",N08,1993,2.56977,6.691075,15.6046,7.764870668,4.423932472,NA,0.082952213,1.9,2844,0.082650027,1.010800832
"N[10,20]",N08,1994,3.08089,7.76533,17.2318,8.888255294,4.793075977,NA,0.087020904,1.8,3034,0.064388583,1.010389054
"N[10,21]",N08,1995,4.26256,9.43525,20.1419,10.62541608,5.266157857,NA,0.093306169,1.8,3185,0.062873924,1.010449851
"N[10,22]",N08,1996,5.07641,11.463,22.9615,12.73040868,5.768711763,NA,0.100067308,1.7,3323,0.05551473,1.010444437
"N[10,23]",N08,1997,5.52388,11.92545,23.3249,13.19090554,5.965131816,NA,0.105815955,1.8,3178,0.050749689,1.010083528
"N[10,24]",N08,1998,5.83483,12.74465,24.7672,14.11096315,6.343233617,NA,0.11291549,1.8,3156,0.041643639,1.009660956
